 	Area	Mean	StdDev	Min	Max	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
1	6173	36.040	41.956	0	156	365.037	1485	1	144	61	136.471	57.592	3.710	0.582	2.370	0.422	0.959
2	24	15.875	7.128	7	31	32.728	2915	1	14	4	11.651	2.623	3.906	0.282	4.443	0.225	0.558
3	132	11.985	8.188	0	38	58.385	2932	1	26	7	22.889	7.343	1.358	0.487	3.117	0.321	0.892
4	475	12.535	7.638	0	49	119.640	2762	47	30	34	33.516	18.045	146.561	0.417	1.857	0.538	0.726
5	71	11.338	5.801	1	28	35.213	2752	49	9	13	12.786	7.070	100.308	0.720	1.808	0.553	0.789
6	12655	41.107	32.809	0	147	474.073	92	82	123	132	131.211	122.801	114.216	0.708	1.068	0.936	0.958
7	1680	13.754	7.733	0	53	207.865	3177	83	63	55	50.124	42.675	153.326	0.489	1.175	0.851	0.791
8	52	9.519	5.436	0	22	33.213	3165	89	10	9	9.402	7.042	149.012	0.592	1.335	0.749	0.732
9	27	3.889	3.714	0	14	24.971	3758	129	9	7	10.220	3.364	143.383	0.544	3.038	0.329	0.740
10	10157	54.702	45.518	0	176	444.132	853	259	119	108	122.942	105.190	161.861	0.647	1.169	0.856	0.941
11	1124	26.295	17.090	0	86	144.024	3960	315	39	46	43.839	32.645	61.831	0.681	1.343	0.745	0.916
12	6242	23.691	22.886	0	111	365.848	3923	337	76	135	128.890	61.661	111.540	0.586	2.090	0.478	0.930
13	16554	48.788	39.966	0	172	566.156	776	439	168	148	173.392	121.558	25.520	0.649	1.426	0.701	0.908
14	9541	45.295	42.309	0	170	417.446	1489	575	131	100	126.896	95.732	166.705	0.688	1.326	0.754	0.941
15	13863	39.919	38.025	0	155	529.671	3308	617	151	142	151.987	116.134	32.894	0.621	1.309	0.764	0.921
16	11523	44.693	35.693	0	170	484.215	133	818	167	105	159.361	92.065	5.139	0.618	1.731	0.578	0.933
17	13816	51.928	41.661	0	184	510.884	1644	856	126	161	153.110	114.892	87.793	0.665	1.333	0.750	0.940
18	155	63.781	16.911	8	100	49.698	969	959	14	17	15.415	12.803	105.840	0.789	1.204	0.831	0.864
19	42	21.357	10.271	7	44	29.213	854	1469	10	9	11.651	4.590	142.281	0.618	2.538	0.394	0.712
20	9760	45.150	33.293	0	166	426.233	810	1483	108	135	149.707	83.008	123.070	0.675	1.804	0.554	0.952
21	9630	50.950	38.788	0	164	431.747	917	1525	108	124	127.972	95.812	127.859	0.649	1.336	0.749	0.937
22	9557	43.776	37.568	0	163	418.458	747	1529	130	120	138.983	87.553	137.783	0.686	1.587	0.630	0.951
