 	Area	Mean	StdDev	Min	Max	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
1	10213	36.333	30.595	0	134	450.718	20	1	128	115	124.315	104.602	145.612	0.632	1.188	0.841	0.923
2	11387	49.617	38.444	0	174	454.617	1334	1	121	130	148.929	97.351	51.196	0.692	1.530	0.654	0.944
3	5503	43.695	40.203	0	168	330.409	1749	1	111	68	110.411	63.460	11.634	0.633	1.740	0.575	0.929
4	11484	45.771	40.600	0	166	477.546	1765	48	138	114	139.506	104.812	160.153	0.633	1.331	0.751	0.930
5	19724	49.607	33.697	0	157	628.968	479	169	160	194	189.667	132.408	122.296	0.627	1.432	0.698	0.937
6	181	37.856	16.225	2	103	57.355	3915	224	19	17	19.637	11.736	49.196	0.691	1.673	0.598	0.842
7	160	42.719	18.535	5	95	62.527	3917	242	21	14	17.664	11.533	174.372	0.514	1.532	0.653	0.737
8	21	11.143	5.986	2	22	22.485	3996	364	3	10	8.814	3.033	89.451	0.522	2.906	0.344	0.857
9	14789	44.609	36.415	0	171	519.529	1622	434	130	161	153.331	122.806	70.547	0.689	1.249	0.801	0.947
10	2948	28.614	23.700	0	104	243.622	3937	466	62	74	75.775	49.535	54.124	0.624	1.530	0.654	0.889
11	15150	44.750	38.180	0	171	530.742	1427	476	174	132	167.287	115.308	167.011	0.676	1.451	0.689	0.947
12	1566	25.131	23.010	0	99	166.711	3955	526	44	54	49.710	40.110	129.163	0.708	1.239	0.807	0.942
13	10754	50.072	42.535	0	164	453.002	2551	608	125	127	141.332	96.881	133.923	0.659	1.459	0.685	0.942
14	16973	42.784	38.550	0	173	583.813	740	692	189	127	184.527	117.114	169.049	0.626	1.576	0.635	0.943
15	10822	46.313	39.945	0	174	463.387	2530	746	119	138	131.204	105.020	99.785	0.633	1.249	0.800	0.913
16	17214	47.936	36.912	0	179	580.541	1128	750	198	129	187.635	116.810	6.461	0.642	1.606	0.623	0.944
17	56	64.232	16.250	26	93	32.385	1365	765	8	12	12.703	5.613	74.600	0.671	2.263	0.442	0.824
18	9153	42.898	37.791	0	173	432.919	2372	785	120	106	119.915	97.185	151.604	0.614	1.234	0.810	0.922
19	17604	46.454	35.406	0	178	600.340	1747	791	179	140	171.954	130.350	173.383	0.614	1.319	0.758	0.941
20	14286	50.864	37.271	0	161	527.085	2199	796	165	130	154.682	117.593	2.559	0.646	1.315	0.760	0.926
21	21099	49.339	35.431	0	173	629.713	896	809	145	184	186.977	143.676	91.213	0.669	1.301	0.768	0.941
22	5644	41.981	37.862	0	156	330.995	2402	884	95	74	95.808	75.006	157.388	0.647	1.277	0.783	0.932
23	9624	50.571	46.253	0	182	449.245	2782	954	99	142	141.474	86.614	79.386	0.599	1.633	0.612	0.929
24	4877	54.531	39.687	0	174	303.522	2420	959	89	76	94.773	65.521	142.693	0.665	1.446	0.691	0.940
25	21961	51.453	34.984	0	175	638.382	1196	1067	194	184	216.496	129.155	39.320	0.677	1.676	0.597	0.947
26	15477	36.240	37.172	0	174	545.571	1449	1073	134	173	186.699	105.549	64.861	0.653	1.769	0.565	0.953
27	18155	46.462	37.188	0	169	617.352	2715	1108	186	157	178.966	129.163	26.624	0.599	1.386	0.722	0.939
28	14649	55.369	40.372	0	171	529.772	958	1112	153	150	165.692	112.568	137.612	0.656	1.472	0.679	0.947
29	16640	47.399	34.476	0	169	575.470	73	1118	149	178	173.017	122.454	58.783	0.631	1.413	0.708	0.943
30	9805	46.755	38.551	0	186	414.818	2500	1140	128	106	125.134	99.766	15.512	0.716	1.254	0.797	0.945
31	12906	52.871	40.063	0	167	483.973	1579	1163	139	132	132.893	123.652	28.517	0.692	1.075	0.930	0.951
32	9227	44.017	42.836	0	178	424.174	2298	1178	114	132	117.204	100.237	99.304	0.644	1.169	0.855	0.925
33	15265	43.173	36.848	0	164	562.399	1729	1190	120	172	174.599	111.318	80.386	0.606	1.568	0.638	0.931
34	33	25.909	12.169	3	47	24.728	1240	1252	7	8	7.912	5.310	104.922	0.678	1.490	0.671	0.759
35	10135	55.320	36.507	0	161	426.375	2283	1296	107	126	125.393	102.911	74.114	0.701	1.218	0.821	0.952
36	13767	44.336	32.850	0	160	503.529	1048	1378	141	142	146.480	119.666	33.945	0.682	1.224	0.817	0.935
37	18666	46.172	33.534	0	158	653.612	1369	1406	212	128	217.055	109.494	9.109	0.549	1.982	0.504	0.923
38	7784	40.953	31.435	0	157	380.291	1	1444	90	113	110.749	89.490	85.660	0.676	1.238	0.808	0.949
39	6103	44.209	41.945	0	167	331.948	2240	1551	106	79	103.015	75.431	2.774	0.696	1.366	0.732	0.946
40	7255	39.113	40.300	0	164	376.978	2224	1607	107	101	102.058	90.511	21.871	0.642	1.128	0.887	0.917
41	13381	37.734	34.041	0	149	525.855	1895	1615	178	128	172.031	99.036	24.851	0.608	1.737	0.576	0.909
42	293	73.857	26.212	2	114	101.456	3988	1665	11	44	38.289	9.743	84.674	0.358	3.930	0.254	0.841
43	22005	48.483	30.456	0	158	727.110	2892	1675	213	153	208.233	134.549	12.800	0.523	1.548	0.646	0.911
44	4698	32.819	32.083	0	165	311.321	2000	1685	107	73	101.537	58.911	7.260	0.609	1.724	0.580	0.908
