 	Area	Mean	StdDev	Min	Max	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
1	168	67.083	23.943	5	108	52.728	350	1	18	11	17.995	11.887	14.733	0.759	1.514	0.661	0.949
2	1052	63.696	30.651	1	127	145.296	436	1	40	40	41.211	32.502	52.241	0.626	1.268	0.789	0.867
3	7267	40.340	35.771	0	158	378.593	512	1	111	92	96.952	95.435	33.206	0.637	1.016	0.984	0.920
4	5366	50.673	34.389	0	140	339.990	341	13	103	86	97.197	70.292	16.769	0.583	1.383	0.723	0.893
5	23968	36.331	31.799	0	152	662.240	3019	86	156	206	202.005	151.071	88.356	0.687	1.337	0.748	0.942
6	38	44.368	17.978	4	75	23.556	1444	99	7	8	7.386	6.551	116.173	0.861	1.128	0.887	0.835
7	13840	38.155	33.891	0	147	533.370	370	146	155	151	134.731	130.791	60.564	0.611	1.030	0.971	0.919
8	132	62.227	16.877	11	102	54.284	532	191	18	13	20.522	8.189	24.364	0.563	2.506	0.399	0.790
9	51	56.196	15.418	22	89	26.385	558	194	8	9	9.404	6.905	59.243	0.921	1.362	0.734	0.887
10	20	35.250	5.981	23	44	17.314	591	214	4	7	6.976	3.650	77.501	0.838	1.911	0.523	0.851
11	232	78.159	25.059	10	125	89.841	549	219	34	15	28.772	10.267	177.399	0.361	2.802	0.357	0.608
12	22	41.591	10.164	25	59	18.728	533	225	6	6	7.665	3.654	38.966	0.788	2.098	0.477	0.815
13	29	72.414	11.645	48	90	30.385	584	232	12	7	11.803	3.128	153.036	0.395	3.773	0.265	0.617
14	63	10.159	4.523	1	20	33.213	3929	234	11	10	11.062	7.251	41.282	0.718	1.526	0.655	0.834
15	28	58.107	16.683	28	85	32.870	569	242	11	11	13.304	2.680	40.954	0.326	4.965	0.201	0.583
16	39	108.846	20.224	84	140	25.899	623	246	5	10	10.187	4.874	87.508	0.731	2.090	0.478	0.876
17	32	114.094	15.213	87	136	21.899	624	257	5	8	7.519	5.419	90.000	0.838	1.388	0.721	0.889
18	309	67.175	29.467	2	124	96.669	578	270	40	18	40.987	9.599	18.826	0.416	4.270	0.234	0.772
19	115	65.400	26.256	16	112	66.083	601	278	23	19	24.706	5.927	39.634	0.331	4.169	0.240	0.659
20	80	67.200	20.593	28	102	43.213	555	280	15	10	14.615	6.969	166.740	0.538	2.097	0.477	0.737
21	66	59.470	25.966	16	121	30.728	571	281	8	10	10.971	7.660	104.330	0.878	1.432	0.698	0.917
22	23	64.348	14.134	39	83	18.728	552	287	6	6	6.965	4.205	32.968	0.824	1.656	0.604	0.821
23	22	50.000	8.981	37	74	18.728	544	288	7	5	7.031	3.984	166.408	0.788	1.765	0.567	0.800
24	155	104.890	18.495	44	146	86.669	507	297	35	16	30.704	6.428	162.154	0.259	4.777	0.209	0.595
25	13280	40.557	26.294	0	135	480.659	3644	299	130	142	137.230	123.213	105.006	0.722	1.114	0.898	0.942
26	35	63.200	25.324	19	98	29.314	581	308	12	4	11.955	3.728	3.164	0.512	3.207	0.312	0.814
27	50	102.800	22.663	48	139	28.385	541	310	10	8	10.685	5.958	146.678	0.780	1.793	0.558	0.813
28	18	57.333	19.211	28	91	15.314	594	310	6	4	6.129	3.739	159.126	0.965	1.639	0.610	0.878
29	112	99.188	23.282	35	127	47.355	549	318	16	15	19.273	7.399	138.771	0.628	2.605	0.384	0.806
30	96	57.417	16.683	12	97	55.698	599	320	24	7	23.037	5.306	6.317	0.389	4.342	0.230	0.733
31	81	96.025	19.991	36	135	43.941	563	331	14	14	15.454	6.673	128.378	0.527	2.316	0.432	0.701
32	300	93.227	28.775	22	139	108.083	589	340	39	24	40.961	9.325	21.763	0.323	4.393	0.228	0.633
33	123	99.374	29.561	24	145	50.527	574	345	15	17	21.083	7.428	132.216	0.605	2.838	0.352	0.828
34	26	30.692	6.668	16	42	20.142	2758	444	6	7	7.192	4.603	107.707	0.805	1.562	0.640	0.788
35	12310	40.340	33.352	0	170	516.073	1723	465	134	128	135.451	115.714	116.206	0.581	1.171	0.854	0.895
36	350	31.120	18.335	1	106	91.154	1708	500	23	31	27.007	16.501	79.479	0.529	1.637	0.611	0.746
37	88	62.761	14.535	15	94	36.627	622	503	11	12	10.913	10.267	63.406	0.824	1.063	0.941	0.850
38	23563	49.941	34.781	0	171	725.210	661	508	228	167	251.617	119.234	155.370	0.563	2.110	0.474	0.911
39	39	8.128	4.354	2	21	24.142	1711	537	8	7	8.413	5.902	7.443	0.841	1.425	0.702	0.839
40	12259	42.160	35.155	0	166	479.630	3467	741	160	111	165.730	94.181	27.731	0.670	1.760	0.568	0.946
41	12139	49.043	36.951	0	167	461.103	1319	856	125	139	134.725	114.722	121.738	0.717	1.174	0.852	0.953
42	909	62.794	34.378	2	156	165.095	878	859	33	56	50.202	23.054	83.817	0.419	2.178	0.459	0.717
43	3828	32.296	22.739	0	158	291.421	916	861	89	79	76.329	63.855	47.205	0.566	1.195	0.837	0.804
44	1838	56.929	44.533	0	161	180.995	1023	888	44	63	56.373	41.513	87.360	0.705	1.358	0.736	0.929
45	2374	23.328	19.499	0	92	211.966	964	898	58	61	58.232	51.908	86.294	0.664	1.122	0.891	0.869
46	404	77.101	38.749	3	160	85.255	887	916	26	25	27.284	18.853	127.652	0.698	1.447	0.691	0.896
47	332	69.777	44.100	1	167	75.941	900	935	17	27	25.673	16.466	89.013	0.723	1.559	0.641	0.890
48	14295	53.318	37.481	0	166	522.014	1701	941	135	154	155.072	117.371	69.301	0.659	1.321	0.757	0.926
49	250	44.504	22.938	2	101	69.841	984	956	25	17	21.827	14.584	169.823	0.644	1.497	0.668	0.816
50	391	76.957	37.801	3	152	98.811	908	961	29	30	35.676	13.954	134.109	0.503	2.557	0.391	0.770
51	15216	38.029	36.923	0	171	553.571	217	962	161	150	186.480	103.891	140.642	0.624	1.795	0.557	0.949
52	31	24.839	15.780	4	56	21.556	937	971	9	5	7.953	4.963	1.848	0.838	1.602	0.624	0.861
53	861	68.077	43.703	0	165	132.953	932	975	52	28	50.051	21.903	15.893	0.612	2.285	0.438	0.863
54	18002	33.428	28.179	0	138	611.754	3723	1067	153	190	167.327	136.982	98.587	0.604	1.222	0.819	0.934
55	10687	47.084	35.210	0	167	437.647	1732	1082	125	116	125.844	108.127	31.120	0.701	1.164	0.859	0.934
56	905	50.254	37.422	2	149	120.225	1432	1149	39	34	36.801	31.311	175.036	0.787	1.175	0.851	0.915
57	138	24.043	21.064	1	104	50.870	2767	1160	11	20	18.395	9.552	72.840	0.670	1.926	0.519	0.896
58	375	67.981	28.381	4	118	88.083	2829	1170	31	21	31.825	15.003	155.159	0.607	2.121	0.471	0.847
59	4556	46.106	31.244	0	152	311.078	1405	1171	61	112	105.864	54.796	95.377	0.592	1.932	0.518	0.887
