 	Area	Mean	StdDev	Min	Max	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
1	19850	25.222	36.119	0	155	604.659	2009	1	171	161	168.438	150.048	136.303	0.682	1.123	0.891	0.952
2	5736	34.142	37.264	0	140	357.765	2868	1	113	72	110.672	65.991	176.506	0.563	1.677	0.596	0.859
3	621	56.138	25.243	1	113	102.326	2969	1	34	27	31.941	24.754	177.795	0.745	1.290	0.775	0.917
4	10175	36.070	30.812	0	135	493.747	3036	1	136	125	142.079	91.183	44.905	0.524	1.558	0.642	0.900
5	17443	40.534	35.773	0	146	589.227	2669	7	167	156	166.452	133.427	139.429	0.631	1.248	0.802	0.924
6	13996	38.486	33.313	0	149	497.730	3116	58	144	139	147.374	120.919	136.996	0.710	1.219	0.820	0.951
7	10473	32.762	20.878	0	130	459.831	3659	62	147	122	163.165	81.725	145.829	0.622	1.997	0.501	0.939
8	11178	35.758	34.785	0	145	441.990	2859	64	113	136	143.688	99.050	62.261	0.719	1.451	0.689	0.953
9	22	9.500	3.713	2	15	20.142	3985	106	5	8	8.248	3.396	115.613	0.681	2.429	0.412	0.759
10	12981	49.568	35.202	0	160	480.517	2251	144	148	112	150.618	109.734	169.559	0.706	1.373	0.729	0.946
11	16732	43.918	30.790	0	144	581.713	3064	171	161	172	178.472	119.368	131.680	0.621	1.495	0.669	0.920
12	9672	48.520	36.317	0	167	419.546	689	490	109	119	121.122	101.673	99.850	0.691	1.191	0.839	0.937
13	15128	38.602	38.926	0	163	546.014	2219	518	113	188	184.660	104.308	85.750	0.638	1.770	0.565	0.952
14	16385	50.085	37.154	0	168	551.772	1055	529	134	155	157.820	132.189	112.998	0.676	1.194	0.838	0.941
15	90	59.922	15.365	10	92	35.556	2545	866	11	10	11.316	10.127	35.554	0.895	1.117	0.895	0.914
16	781	55.867	29.114	3	144	159.681	2656	1042	48	46	54.767	18.157	146.741	0.385	3.016	0.332	0.697
17	25	23.320	8.731	5	40	21.556	1174	1063	6	8	6.867	4.636	98.018	0.676	1.481	0.675	0.725
18	97	77.144	36.048	7	143	38.284	2641	1064	11	14	12.779	9.665	81.535	0.832	1.322	0.756	0.847
19	97	77.495	49.420	3	161	36.870	2633	1073	12	12	11.243	10.985	93.728	0.897	1.023	0.977	0.878
20	246	81.557	45.837	2	156	68.083	2615	1078	21	23	25.080	12.489	46.779	0.667	2.008	0.498	0.841
21	133	27.271	12.477	1	60	52.284	2659	1084	17	14	14.223	11.906	178.471	0.611	1.195	0.837	0.764
22	86	25.674	11.872	4	50	40.870	2674	1090	13	13	14.102	7.765	131.364	0.647	1.816	0.551	0.775
23	258	92.950	45.697	4	168	72.912	2600	1099	19	28	30.280	10.849	62.400	0.610	2.791	0.358	0.847
24	54	54.963	23.161	3	100	38.627	2712	1099	11	13	11.764	5.844	117.309	0.455	2.013	0.497	0.639
25	260	77.585	39.334	2	143	74.426	2621	1112	17	29	30.727	10.774	112.401	0.590	2.852	0.351	0.848
26	63	66.889	29.494	7	113	44.042	2707	1113	11	14	11.068	7.248	67.097	0.408	1.527	0.655	0.660
27	64	61.594	28.527	8	111	34.142	2723	1131	7	13	13.436	6.065	83.748	0.690	2.215	0.451	0.853
28	47	90.149	15.273	41	116	36.627	2693	1136	9	14	14.982	3.994	62.455	0.440	3.751	0.267	0.712
29	2084	43.967	42.342	0	152	309.421	2631	1142	100	51	97.320	27.265	159.912	0.274	3.569	0.280	0.640
30	17	27.000	12.590	13	50	22.728	2716	1147	9	5	8.920	2.427	19.553	0.414	3.676	0.272	0.630
31	52	34.385	15.197	9	69	28.385	2704	1150	11	7	11.412	5.802	165.715	0.811	1.967	0.508	0.852
32	14649	48.600	37.752	0	154	529.044	1432	1229	162	133	147.422	126.519	168.155	0.658	1.165	0.858	0.932
33	17836	50.918	35.417	0	179	573.269	660	1260	173	152	163.696	138.729	177.398	0.682	1.180	0.847	0.946
34	15269	47.541	33.926	0	166	524.600	2599	1260	154	144	148.730	130.714	160.036	0.697	1.138	0.879	0.958
35	13665	41.497	36.568	0	166	497.931	1155	1295	146	129	150.216	115.825	152.725	0.693	1.297	0.771	0.942
36	15908	47.291	34.223	0	172	554.115	2308	1341	165	138	155.606	130.166	179.238	0.651	1.195	0.837	0.946
37	15015	48.068	37.003	0	168	562.843	772	1393	175	115	184.860	103.417	165.751	0.596	1.788	0.559	0.945
38	16037	42.105	32.807	0	170	532.073	1113	1488	136	144	147.891	138.068	39.534	0.712	1.071	0.934	0.950
39	15716	38.318	32.739	0	152	566.642	1587	1540	183	124	176.082	113.642	170.653	0.615	1.549	0.645	0.897
40	355	12.245	7.924	0	47	117.882	3828	1561	24	29	28.656	15.774	80.363	0.321	1.817	0.550	0.683
41	43	13.558	8.134	2	34	29.213	3858	1578	9	10	8.348	6.559	135.508	0.633	1.273	0.786	0.717
42	10044	49.979	36.522	0	162	442.843	202	1585	131	114	124.277	102.902	11.921	0.644	1.208	0.828	0.951
43	62	13.419	6.649	2	31	32.971	3843	1590	12	8	11.560	6.829	19.099	0.717	1.693	0.591	0.795
44	11411	45.817	36.204	0	172	458.215	116	1643	146	117	140.959	103.072	154.964	0.683	1.368	0.731	0.949
45	9789	40.696	31.870	0	150	487.487	728	1735	112	145	141.391	88.151	64.060	0.518	1.604	0.623	0.829
46	84	15.655	7.810	0	35	38.042	816	1823	12	12	11.216	9.535	126.142	0.729	1.176	0.850	0.848
