 	Area	Mean	StdDev	Min	Max	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
1	7701	19.929	16.637	0	81	351.179	3913	91	86	114	110.140	89.025	91.498	0.785	1.237	0.808	0.972
2	11212	43.507	37.094	0	163	480.174	818	429	155	95	152.691	93.493	2.085	0.611	1.633	0.612	0.944
3	12871	43.914	32.192	0	160	462.801	2476	492	142	128	139.615	117.379	146.355	0.755	1.189	0.841	0.964
4	13606	51.147	41.019	0	164	517.044	1450	860	176	112	170.805	101.424	164.869	0.640	1.684	0.594	0.940
5	60	61.283	17.003	9	94	30.627	1076	1037	9	11	11.841	6.452	119.678	0.804	1.835	0.545	0.863
6	7747	45.551	40.756	0	152	380.350	3278	1048	96	101	112.417	87.743	130.376	0.673	1.281	0.781	0.959
7	7070	49.170	33.089	0	152	346.936	3375	1049	75	115	116.994	76.942	93.685	0.738	1.521	0.658	0.965
8	15794	45.754	37.521	0	161	549.914	2592	1050	148	158	152.756	131.645	124.106	0.656	1.160	0.862	0.944
9	13784	38.007	37.283	0	173	503.671	2111	1130	141	142	138.467	126.748	39.633	0.683	1.092	0.915	0.945
10	14294	48.582	35.172	0	162	569.026	1601	1311	160	164	182.239	99.867	51.916	0.555	1.825	0.548	0.896
11	13416	47.254	36.629	0	163	512.659	1698	1482	173	110	165.920	102.952	2.871	0.641	1.612	0.620	0.947
12	14796	43.925	29.582	0	135	562.884	3742	1515	166	137	148.300	127.032	178.330	0.587	1.167	0.857	0.919
13	18218	40.535	30.142	0	154	596.357	1913	1525	124	191	193.337	119.977	86.130	0.644	1.611	0.621	0.943
14	16032	39.020	30.436	0	148	569.186	839	1552	159	136	154.041	132.514	173.157	0.622	1.162	0.860	0.935
15	13935	41.062	34.000	0	157	492.115	992	1563	135	143	139.471	127.214	106.600	0.723	1.096	0.912	0.954
16	29	10.000	4.758	4	18	24.385	1628	1616	8	7	7.191	5.135	2.376	0.613	1.401	0.714	0.682
17	16669	40.470	33.884	0	157	555.772	603	1635	162	144	157.537	134.721	153.804	0.678	1.169	0.855	0.951
18	42	32.976	17.201	4	67	26.971	987	1744	10	7	10.229	5.228	155.076	0.726	1.956	0.511	0.832
19	42	39.000	15.641	16	80	26.728	963	1747	6	10	8.700	6.147	87.322	0.739	1.415	0.707	0.840
20	267	40.618	18.951	2	91	84.912	975	1750	23	24	20.751	16.382	141.797	0.465	1.267	0.789	0.748
21	16	33.688	13.607	7	54	18.142	1001	1754	5	7	7.751	2.628	125.764	0.611	2.949	0.339	0.744
22	122	55.762	24.090	5	126	47.799	961	1758	14	13	15.628	9.940	150.122	0.671	1.572	0.636	0.813
23	41	57.146	28.968	1	97	35.213	993	1767	12	8	7.960	6.558	20.639	0.416	1.214	0.824	0.607
24	87	97.138	30.415	34	144	40.870	954	1770	12	14	15.774	7.022	60.948	0.655	2.246	0.445	0.809
25	32	80.812	26.030	25	113	22.142	1003	1774	7	7	9.016	4.519	129.279	0.820	1.995	0.501	0.853
26	22	91.000	24.530	52	128	17.556	1008	1782	7	5	7.437	3.766	145.268	0.897	1.975	0.506	0.863
27	64	109.844	16.140	72	142	36.284	947	1784	11	13	14.643	5.565	49.776	0.611	2.631	0.380	0.766
28	133	81.241	26.365	2	131	53.698	1017	1787	10	21	21.323	7.942	78.711	0.580	2.685	0.372	0.834
29	15322	39.886	29.424	0	149	527.973	775	1790	139	146	152.205	128.173	55.731	0.691	1.187	0.842	0.934
30	21	41.952	19.161	14	70	18.142	977	1794	6	6	7.800	3.428	46.100	0.802	2.276	0.439	0.824
31	49	61.224	18.245	1	93	34.142	986	1805	7	13	11.701	5.332	109.728	0.528	2.195	0.456	0.721
32	170	58.488	30.333	7	114	59.355	1001	1809	22	12	19.650	11.015	1.679	0.606	1.784	0.561	0.848
33	41	29.146	11.905	4	48	24.971	3330	1818	7	9	9.738	5.361	118.113	0.826	1.817	0.550	0.854
34	31	43.129	18.708	11	74	22.971	993	1823	7	8	8.839	4.466	129.804	0.738	1.979	0.505	0.795
